loan_id,P1,P2,P3,P4,P4b,P5,amt,amt_stated,freq,n_src,ev,batch,n_inst,n_obs,on_time_rate,early_rate,late_rate,mean_delay,exposure,max_delay,first_delinq_k,first_delinq_frac,return_to_current_k,re_delinq_k,ever_delinq,n_unpaid,year,status,outcome,plan_len,purpose_len,amount,duration,rate,gender,age,job,income,expend,disposable,past_ordinary,past_early,past_late,past_overdue,past_loss,in_sample,inc17,exp17,disp17,capacity,amt_won,dur_m,req_pay,req_avg,pcg_abs,pcg_ratio,pcg_over,pcg_abs_avg,suffix,lnlen,bgroup,anchor,auto,day,multi,P3b,inc_anchor,cal_anchor,evt_anchor,auto_f,lnamt,past_ordinary_f,past_late_f,past_overdue_f,past_loss_f,past_m,male,P3v3,P4v3,anchor_v3,day_v3,multi_v3,batch_v3,v2b,v3b,income_doc,pay_sched_rx,S2,S3,salday
B090807-4,3,4,3,5,1,5,,0,월,1,"연봉1억, 통장577만",3,10,10,0.7,0.1,0.3,0.7,7,3,1.0,0.1,2.0,8.0,1,0,2009,정상종료,완납,325,1620,200만원,12개월,0.3,남자,세,기타,,,,11.0,1.0,7.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,5.783825182329737,A080925-3,,,,,0,0,0,0,0,14.50865773852422,11.0,7.0,0.0,0.0,0,1,1,4,,,,3,0,0,0,0,0.0,0.0,
B090930-4,3,4,1,1,0,5,,0,,1,"신랑300만, 여유66만",3,21,21,0.7619,0.1429,0.2381,5.81,122,30,15.0,0.714,16.0,17.0,1,0,2009,정상종료,완납,511,487,300만원,21개월,0.3,여자,세,기타,,,,62.0,13.0,24.0,1.0,0.0,1,,,,,3000000.0,21.0,217857.14285714287,182142.8571428572,,,,,4,6.236369590203704,B090606-4,,,,,0,0,0,0,0,14.914122846632385,62.0,24.0,1.0,0.0,0,0,1,1,,,,3,0,0,0,0,1.574803149606299,0.0,
B091022-4,2,5,1,1,0,5,,0,,2,영업수익300만+시모90만,3,6,6,0.8333,0.0,0.1667,0.167,1,1,1.0,0.167,2.0,,1,0,2009,정상종료,완납,463,947,200만원,6개월,0.3,여자,세,기타,,,,9.0,0.0,12.0,0.0,0.0,1,,,,,2000000.0,6.0,383333.3333333333,362500.0,,,,,4,6.137727054086234,B100517-9,,,,,0,0,0,0,0,14.50865773852422,9.0,12.0,0.0,0.0,0,0,1,1,,,,3,0,0,0,0,0.0,0.0,
B091024-4,3,5,2,1,0,4,,0,,3,본인150만+신랑 택배알바,3,6,6,1.0,0.5,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,581,869,100만원,6개월,0.3,남자,세,기타,,,,70.0,51.0,8.0,0.0,0.0,1,,,,,1000000.0,6.0,191666.66666666663,181250.0,,,,,4,6.364750756851911,B091024-4,,,,,0,0,0,0,0,13.815510557964274,70.0,8.0,0.0,0.0,0,1,2,1,,,,3,0,0,0,0,0.8635578583765112,3.454231433506045,
B091113-4,3,4,5,2,1,5,,0,,1,의원 순수입1100만,3,15,15,0.9333,0.8667,0.0667,0.067,1,1,11.0,0.733,12.0,,1,0,2009,정상종료,완납,619,904,500만원,15개월,0.3,남자,세,기타,,,,,,,,,1,,,,,5000000.0,15.0,458333.3333333333,400000.0,,,,,4,6.428105272684596,B091113-4,income,False,,False,0,1,0,0,0,15.424948470398377,0.0,0.0,0.0,0.0,1,1,1,1,,,,3,1,0,1,0,0.0,0.0,
B091115-4,5,5,2,3,1,5,130000.0,1,월,2,"가용소득280만, 전세거주",3,8,8,1.0,0.625,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,353,1039,100만원,9개월,0.3,남자,세,기타,,,,43.0,32.0,11.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,,4,5.8664680569332965,B100727-7,,,,,0,0,0,0,0,13.815510557964274,43.0,11.0,0.0,0.0,0,1,1,1,,,,3,0,0,0,0,0.0,0.0,
B091122-4,3,4,2,1,0,5,,0,월,1,10년차 근무 월급180만,3,24,24,0.9583,0.4167,0.0417,0.042,1,1,20.0,0.833,21.0,,1,0,2009,정상종료,완납,354,657,300만원,24개월,0.3,여자,세,기타,,,,35.0,14.0,10.0,0.0,0.0,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,,4,5.869296913133774,B091122-4,,,,,0,0,0,0,0,14.914122846632385,35.0,10.0,0.0,0.0,0,0,1,1,,,,3,0,0,0,0,0.2865329512893982,0.0,
B091218-4,3,5,4,2,1,5,,0,,2,급여300만+아내과외70만 증빙,3,12,12,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,1564,793,200만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,7.355001921105257,B091218-4,income,False,,False,0,1,0,0,0,14.50865773852422,0.0,0.0,0.0,0.0,1,1,1,2,,,,3,1,0,1,0,0.0,0.6557377049180327,
B091231-4,1,5,1,1,0,4,,0,,2,현 급여300만+아내알바,4,12,12,0.0833,0.0,0.9167,6.917,83,27,1.0,0.083,12.0,,1,0,2009,정상종료,완납,348,1533,200만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,5.8522024797744745,B091231-4,,,,,0,0,0,0,0,14.50865773852422,0.0,0.0,0.0,0.0,1,1,1,1,,,,4,0,0,0,0,0.0,0.0,
B100117-4,1,5,3,1,0,4,,0,,2,남편소득+본인 2월복직,4,4,4,0.5,0.5,0.5,15.75,63,61,3.0,0.75,,,1,0,2010,연체중,손실,172,608,100만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,,4,5.147494476813453,B100117-4,,,,,0,0,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B100206-4,2,4,3,1,0,4,,0,,1,남편 현재직장 급여,4,15,15,0.5333,0.4,0.4667,1.267,19,8,3.0,0.2,4.0,6.0,1,0,2010,정상종료,완납,781,1252,300만원,15개월,0.3,여자,세,기타,,,,17.0,11.0,9.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,,4,6.660575149839686,B100206-4,,,,,0,0,0,0,0,14.914122846632385,17.0,9.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,1,2.083333333333333,0.0,10.0
B100211-4,3,5,4,4,1,5,,0,월,2,현 급여+경비 재입금,4,13,13,0.9231,0.6154,0.0769,0.231,3,3,12.0,0.923,13.0,,1,0,2010,정상종료,완납,502,401,300만원,15개월,0.3,남자,세,기타,,,,15.0,11.0,1.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,,4,6.218600119691729,B100211-4,income,False,,False,0,1,0,0,0,14.914122846632385,15.0,1.0,0.0,0.0,0,1,2,1,,,,4,1,0,1,0,0.0,0.0,
B100217-4,5,5,1,1,0,5,200000.0,1,월,2,현 수지차 59만원,4,24,24,0.75,0.125,0.25,0.708,17,6,11.0,0.458,12.0,17.0,1,0,2010,정상종료,완납,358,1439,300만원,24개월,0.3,여자,세,기타,,,,40.0,14.0,19.0,0.0,0.0,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,,4,5.8805329864007,B100217-4,,,,,0,0,0,0,0,14.914122846632385,40.0,19.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,11.299435028248588,
B100221-4,2,4,4,1,0,3,,0,,1,3월 골프시즌 예약확인,4,3,3,1.0,0.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,342,1294,50만원,3개월,0.3,여자,세,기타,,,,,,,,,1,,,,,500000.0,3.0,179166.66666666666,175000.0,,,,,4,5.834810737062605,B100221-4,income,False,,False,1,1,0,0,0,13.122363377404328,0.0,0.0,0.0,0.0,1,0,4,1,income,,False,4,1,1,0,0,0.0,5.865102639296188,
B100223-4,1,4,1,1,0,4,,0,,1,현 월급여 220만,4,3,3,0.3333,0.3333,0.6667,0.667,2,1,2.0,0.667,,,1,0,2010,정상종료,완납,431,941,50만원,3개월,0.3,남자,세,기타,,,,,,,,,1,,,,,500000.0,3.0,179166.66666666666,175000.0,,,,,4,6.066108090103747,B100223-4,,,,,0,0,0,0,0,13.122363377404328,0.0,0.0,0.0,0.0,1,1,1,1,,,,4,0,0,0,0,0.0,0.0,
B100303-4,4,2,3,3,1,3,60000.0,1,월,0,"지출목록만, 수입무기재",4,9,9,0.2222,0.0,0.7778,6.556,59,11,1.0,0.111,3.0,5.0,1,0,2010,정상종료,완납,220,1149,50만원,9개월,0.3,여자,세,기타,,,,,,,,,1,,,,,500000.0,9.0,68055.55555555556,62500.0,,,,,4,5.393627546352362,B100303-4,,,,,0,0,0,0,0,13.122363377404328,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,0,0,0,0,0.4629629629629629,0.0,
B100315-4,2,5,4,1,0,4,,0,,2,"신랑 현소득, 본인4월",4,21,21,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,968,2267,300만원,24개월,0.3,여자,세,기타,,,,,,,,,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,,4,6.875232087276577,B100315-4,income,False,,False,0,1,0,0,0,14.914122846632385,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,1,0,1,0,0.1042752867570385,0.0,
B100323-4,1,4,1,2,1,4,,0,,1,현 토스트장사 순익,4,5,5,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,180,412,200만원,12개월,0.3,남자,세,기타,,,,88.0,82.0,0.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,5.19295685089021,B091130-1,,,,,0,0,0,0,0,14.50865773852422,88.0,0.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,0.0,
B100402-4,5,5,3,4,1,5,300000.0,1,월,3,현 수지차 48만,4,12,12,0.9167,0.8333,0.0833,0.417,5,5,12.0,1.0,,,1,0,2010,정상종료,완납,454,940,250만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,,4,6.118097198041348,B100402-4,,,,,0,0,0,0,0,14.73180128983843,0.0,0.0,0.0,0.0,1,0,1,4,,,,4,0,0,0,0,0.0,0.0,
B100406-4,1,5,1,1,0,4,,0,,2,부부 현재 재직소득,4,12,12,1.0,0.8333,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,347,1625,150만원,12개월,0.3,여자,세,기타,,,,102.0,96.0,0.0,0.0,0.0,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,,4,5.849324779946859,B110311-6,,,,,0,0,0,0,0,14.22097566607244,102.0,0.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,5.763688760806916,
B100415-4,1,4,1,1,0,4,,0,,2,본인 수입120만 여유20,4,12,12,0.9167,0.6667,0.0833,0.083,1,1,11.0,0.917,12.0,,1,0,2010,정상종료,완납,275,1383,250만원,12개월,0.3,여자,세,기타,,,,25.0,15.0,10.0,0.0,0.0,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,,4,5.616771097666572,B081112-1,,,,,0,0,0,0,0,14.73180128983843,25.0,10.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.3636363636363636,0.0,
B100416-4,5,5,5,1,0,4,250000.0,1,월,2,현 급여+과외 구직중,4,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,315,2442,250만원,12개월,0.3,여자,세,기타,,,,51.0,51.0,0.0,0.0,0.0,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,,4,5.752572638825633,B110727-24,income,False,,False,1,1,0,0,0,14.73180128983843,51.0,0.0,0.0,0.0,0,0,4,1,calendar,,False,4,1,1,0,0,0.0,0.0,
B100504-4,1,4,3,1,0,4,,0,,1,현 급여(삭감270만),4,12,12,0.9167,0.6667,0.0833,0.083,1,1,2.0,0.167,3.0,,1,0,2010,정상종료,완납,158,1655,200만원,12개월,0.3,여자,세,기타,,,,26.0,12.0,14.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,5.062595033026967,B100504-4,,,,,0,0,0,0,0,14.50865773852422,26.0,14.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B100515-4,5,4,4,1,0,5,275000.0,1,월,1,10년경력 현 실수령270,4,15,15,0.7333,0.2667,0.2667,0.333,5,2,2.0,0.133,5.0,15.0,1,0,2010,정상종료,완납,726,1564,300만원,15개월,0.3,여자,세,기타,,,,26.0,16.0,4.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,,4,6.587550014824796,B120326-9,income,False,,False,0,1,0,0,0,14.914122846632385,26.0,4.0,0.0,0.0,0,0,2,1,,,,4,1,0,1,0,0.0,0.0,
B100602-4,2,5,3,2,1,5,,0,,2,남편급여300+적금해지,4,2,2,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,456,1060,250만원,9개월,0.3,,세,기타,,,,,,,,,1,,,,,2500000.0,9.0,340277.7777777777,312500.0,,,,,4,6.1224928095143865,B100602-4,,,,,0,0,0,0,0,14.73180128983843,0.0,0.0,0.0,0.0,1,0,3,1,,,,4,0,0,0,0,0.0,0.0,
B100618-4,5,4,3,1,0,5,200000.0,1,월,1,현 급여214만 수지차,4,12,12,0.9167,0.75,0.0833,0.167,2,2,7.0,0.583,8.0,,1,0,2010,정상종료,완납,488,1604,200만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,6.190315405853148,B100618-4,,,,,0,0,0,0,0,14.50865773852422,0.0,0.0,0.0,0.0,1,1,1,1,,,,4,0,0,0,1,0.2114164904862579,0.0,5.0
B100714-4,2,5,3,4,1,4,,0,,2,부부수입+지출절감,4,9,9,1.0,0.3333,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,332,1333,200만원,9개월,0.3,남자,세,기타,,,,48.0,12.0,29.0,0.0,0.0,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,,4,5.805134968916488,A080211-5,,,,,0,0,0,0,0,14.50865773852422,48.0,29.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,3.0120481927710845,
B100827-4,2,3,5,1,0,3,,0,월,2,여유금+연말성과급기대,4,7,7,0.8571,0.5714,0.1429,0.143,1,1,5.0,0.714,6.0,,1,0,2010,정상종료,완납,232,1500,150만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,,4,5.44673737166631,B100827-4,income,False,,True,1,1,0,0,0,14.22097566607244,0.0,0.0,0.0,0.0,1,1,4,1,income,,False,4,1,1,0,0,0.0,0.0,
B101101-4,1,4,1,1,0,5,,0,,1,현 일매출15~20만,4,12,12,1.0,0.5,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,627,551,200만원,12개월,0.3,남자,세,기타,,,,30.0,8.0,15.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,6.440946540632921,B101101-4,,,,,0,0,0,0,0,14.50865773852422,30.0,15.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.1597444089456869,1.5974440894568689,
B101105-4,1,4,1,1,0,5,,0,,1,현 수입600만 여유126,4,12,12,0.5833,0.25,0.4167,4.083,49,31,7.0,0.583,10.0,11.0,1,0,2010,연체중,손실,286,1379,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,5.655991810819852,B101105-4,,,,,0,0,0,0,0,14.50865773852422,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,0,0,0,0,0.352112676056338,0.0,
B101114-4,5,4,1,4,1,4,250000.0,1,월,2,현 급여+부업매출증가,4,18,18,0.0556,0.0,0.9444,9.167,165,26,1.0,0.056,18.0,,1,0,2010,정상종료,완납,611,2321,300만원,18개월,0.3,여자,세,기타,,,,,,,,,1,,,,,3000000.0,18.0,241666.66666666663,206250.0,,,,,4,6.415096959171596,B101114-4,,,,,0,0,0,0,0,14.914122846632385,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,0,0,0,0,0.33003300330033,1.6501650165016502,
B101115-4,2,5,5,2,1,4,,0,,4,현 급여300+퇴직금정산,4,15,15,0.8,0.7333,0.2,0.4,6,4,4.0,0.267,5.0,8.0,1,0,2010,정상종료,완납,1021,1329,300만원,15개월,0.3,남자,세,기타,,,,,,,,,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,,4,6.928537818164665,B101115-4,income,False,,True,0,1,0,0,0,14.914122846632385,0.0,0.0,0.0,0.0,1,1,1,1,,,,4,1,0,1,0,0.0,0.0,
B101116-4,1,4,4,1,0,4,,0,,2,"11월입사, 남편1월출근",4,9,9,1.0,0.4444,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,245,728,150만원,9개월,0.3,여자,세,기타,,,,32.0,14.0,14.0,1.0,0.0,1,,,,,1500000.0,9.0,204166.66666666663,187500.0,,,,,4,5.501258210544727,B110829-7,income,False,15.0,False,0,1,0,0,0,14.22097566607244,32.0,14.0,1.0,0.0,0,0,1,1,,,,4,1,0,1,1,0.0,0.0,
B101203-4,5,5,3,4,1,5,242000.0,1,월,3,현 수입330만 수지차,4,16,16,0.875,0.375,0.125,0.25,4,3,13.0,0.812,15.0,,1,0,2010,정상종료,완납,1089,1568,300만원,18개월,0.3,여자,세,기타,,,,30.0,14.0,9.0,1.0,0.0,1,,,,,3000000.0,18.0,241666.66666666663,206250.0,,,,,4,6.9930151229329605,B100413-11,,,,,0,0,0,0,0,14.914122846632385,30.0,9.0,1.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0955109837631327,0.0,
B101205-4,1,5,3,1,0,4,,0,,2,급여150+전사부업64,4,12,12,0.4167,0.1667,0.5833,4.75,57,10,6.0,0.5,,,1,0,2010,정상종료,완납,605,737,250만원,12개월,0.3,여자,세,기타,,,,10.0,4.0,8.0,0.0,0.0,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,,4,6.405228458030842,B100324-13,,,,,0,0,0,0,0,14.73180128983843,10.0,8.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B101209-4,1,4,1,1,0,4,,0,,1,"현 급여155, 여윳돈30",4,10,10,0.9,0.7,0.1,0.2,2,2,8.0,0.8,9.0,,1,0,2010,정상종료,완납,307,998,100만원,12개월,0.3,남자,세,기타,,,,24.0,17.0,11.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,,4,5.726847747587197,B101209-4,,,,,0,0,0,0,0,13.815510557964274,24.0,11.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,3.278688524590164,
B101216-4,5,4,3,1,0,4,700000.0,1,월,1,현 세후388만 수지차,4,12,12,0.4167,0.25,0.5833,1.417,17,6,2.0,0.167,3.0,5.0,1,0,2010,정상종료,완납,457,1173,200만원,12개월,0.3,남자,세,기타,,,,9.0,7.0,14.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,4,6.124683390894205,B120109-7,,,,,0,0,0,0,0,14.50865773852422,9.0,14.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,0.0,
B081208-5,5,5,2,3,1,5,300000.0,1,월,2,"적금해지금, 고정급기준",4,8,8,1.0,0.875,0.0,0.0,0,0,,,,,0,0,2008,정상종료,완납,906,572,100만원,9개월,0.3,남자,세,기타,,,,62.0,61.0,4.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,,5,6.80903930604298,B081208-5,,,,,0,0,0,0,0,13.815510557964274,62.0,4.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,1.1111111111111112,
B090117-5,2,5,1,3,1,4,,0,,2,현 급여+장모지원30만,4,12,12,0.5,0.5,0.5,10.75,129,30,7.0,0.583,,,1,0,2009,정상종료,완납,264,882,100만원,12개월,0.3,남자,세,기타,,,,13.0,13.0,9.0,1.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,,5,5.575949103146316,B090117-5,,,,,0,0,0,0,0,13.815510557964274,13.0,9.0,1.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,0.0,
B090118-5,2,5,3,1,0,5,,0,,2,부부 현재수입 280만,4,9,9,0.7778,0.5556,0.2222,0.556,5,4,2.0,0.222,3.0,5.0,1,0,2009,정상종료,완납,266,735,100만원,9개월,0.3,여자,세,기타,,,,39.0,22.0,11.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,,5,5.583496308781699,A080905-1,,,,,0,0,0,0,0,13.815510557964274,39.0,11.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B090129-5,1,4,4,1,0,3,,0,,1,신규취업 첫달월급기준,4,4,4,0.75,0.25,0.25,0.5,2,2,3.0,0.75,4.0,,1,0,2009,정상종료,완납,269,467,100만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,,5,5.594711379601839,B090129-5,income,False,,False,0,1,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,1,1,,,,4,1,0,1,0,0.0,0.0,
B090203-5,4,4,3,1,0,4,100000.0,1,월,2,현 교직원 재직 급여,4,12,12,1.0,0.8333,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,339,335,100만원,12개월,0.25,남자,세,기타,,,,92.0,45.0,4.0,0.0,0.0,1,,,,,1000000.0,12.0,104166.66666666666,94618.05555555556,,,,,5,5.82600010738045,A071005-1,,,,,0,0,0,0,0,13.815510557964274,92.0,4.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.3048780487804878,0.0,
B090218-5,5,5,5,4,1,4,250000.0,1,월,2,"부부수입294, 지출축소",4,12,12,1.0,0.5833,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,609,1761,200만원,12개월,0.3,여자,세,기타,,,,17.0,8.0,10.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,5,6.411818267709897,B100607-5,income,False,,False,0,1,0,0,0,14.50865773852422,17.0,10.0,0.0,0.0,0,0,1,1,,,,4,1,0,1,0,0.0,0.0,
B090317-5,5,5,1,4,1,5,300000.0,1,월,2,현 과외교실 수입195,4,10,10,0.3,0.3,0.7,10.0,100,29,1.0,0.1,4.0,5.0,1,0,2009,정상종료,완납,497,670,300만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,3000000.0,12.0,325000.0,290625.0,,,,,5,6.208590026096629,B090317-5,,,,,0,0,0,0,0,14.914122846632385,0.0,0.0,0.0,0.0,1,0,1,3,,,,4,0,0,0,0,0.0,0.0,
B090318-5,1,4,1,1,0,4,,0,,2,프리랜서 고정수입150,4,8,8,0.125,0.0,0.875,12.75,102,61,1.0,0.125,3.0,4.0,1,0,2009,손실(상환완료),손실,528,676,200만원,9개월,0.3,여자,세,기타,,,,8.0,3.0,21.0,0.0,0.0,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,,5,6.269096283706261,A080324-1,,,,,0,0,0,0,0,14.50865773852422,8.0,21.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B090409-5,2,5,2,1,0,4,,0,,2,급여140+비즈부업20,4,9,9,0.0,0.0,1.0,21.556,194,61,1.0,0.111,,,1,0,2009,연체중,손실,282,924,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,5,5.641907070938114,B090409-5,,,,,0,0,0,0,0,14.50865773852422,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B090414-5,5,4,5,3,1,5,100000.0,1,월,1,현 급여160~170 잔여,4,8,8,0.125,0.0,0.875,18.375,147,61,1.0,0.125,3.0,4.0,1,0,2009,연체중,손실,1454,2722,100만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,,5,7.282073658093465,B090414-5,income,False,,False,0,1,0,0,0,13.815510557964274,0.0,0.0,0.0,0.0,1,1,1,3,,,,4,1,0,1,0,0.0,4.163775156141568,
B090415-5,1,4,1,1,0,5,,0,,1,학원 현 순수익140~160,4,5,5,0.6,0.6,0.4,0.8,4,2,2.0,0.4,4.0,,1,0,2009,정상종료,완납,168,2460,200만원,9개월,0.3,여자,세,기타,,,,16.0,12.0,10.0,1.0,0.0,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,,5,5.123963979403259,B090415-5,,,,,0,0,0,0,0,14.50865773852422,16.0,10.0,1.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B090424-5,5,4,5,1,0,5,200000.0,1,월,1,급여+수당 지급일 명시,4,16,16,1.0,0.8125,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,234,807,300만원,24개월,0.3,남자,세,기타,,,,48.0,36.0,0.0,0.0,0.0,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,,5,5.455321115357702,A080423-3,income,False,25.0,False,0,1,0,0,0,14.914122846632385,48.0,0.0,0.0,0.0,0,1,1,1,,,,4,1,0,1,0,0.0,0.0,
B090508-5,1,4,3,1,0,5,,0,,1,3~4월 실수령 실적,4,10,10,0.9,0.9,0.1,0.8,8,8,4.0,0.4,5.0,,1,0,2009,정상종료,완납,470,444,300만원,15개월,0.3,남자,세,기타,,,,37.0,27.0,27.0,2.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,,5,6.152732694704104,A080814-11,,,,,0,0,0,0,0,14.914122846632385,37.0,27.0,2.0,0.0,0,1,1,1,,,,4,0,0,0,1,1.0638297872340423,0.0,23.0
B090614-5,2,4,1,2,1,4,,0,,1,"현 급여, 회사사정악화",4,3,3,0.6667,0.3333,0.3333,20.333,61,61,3.0,1.0,,,1,0,2009,연체중,손실,331,253,300만원,18개월,0.3,남자,세,기타,,,,23.0,19.0,1.0,0.0,0.0,1,,,,,3000000.0,18.0,241666.66666666663,206250.0,,,,,5,5.802118375377063,A080715-1,,,,,0,0,0,0,0,14.914122846632385,23.0,1.0,0.0,0.0,0,1,1,1,,,,4,0,0,0,0,0.0,0.0,
B090622-5,1,1,2,1,0,1,,0,,0,"지출만 나열, 수입없음",4,8,8,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,207,2086,200만원,9개월,0.3,여자,세,기타,,,,47.0,32.0,3.0,0.0,0.0,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,,5,5.332718793265369,B090622-5,,,,,0,0,0,0,0,14.50865773852422,47.0,3.0,0.0,0.0,0,0,1,1,,,,4,0,0,0,0,0.0,0.0,
B090702-5,1,4,2,1,0,4,,0,,1,"현 급여220, 여윳돈70",4,12,12,0.4167,0.0,0.5833,1.167,14,3,2.0,0.167,3.0,5.0,1,0,2009,정상종료,완납,723,1901,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,,5,6.583409222158765,B090702-5,,,,,0,0,0,0,0,14.50865773852422,0.0,0.0,0.0,0.0,1,0,1,1,,,,4,0,0,0,0,0.0,4.160887656033287,
